athlete_full_name,games_participations,first_game,athlete_year_birth,athlete_medals,athletes_age
Valentina RASTVOROVA,3,Melbourne 1956,1933.0,"


1

G



2

S

",90
Guram KOSTAVA,2,Rome 1960,1937.0,"


2

B

",86
Claude BOURQUARD,2,Tokyo 1964,1937.0,"


1

B

",86
Jacques GUITTET,2,Rome 1960,1930.0,"


1

B

",93
Alberto PELLEGRINO,3,Melbourne 1956,1930.0,"


2

G



2

S

",93
Giuseppe DELFINO,4,Helsinki 1952,1921.0,"


4

G



2

S

",102
Egon FRANKE,3,Rome 1960,1935.0,"


1

G



1

S



1

B

",88
Viktor ZHDANOVICH,3,Melbourne 1956,1938.0,"


3

G

",85
Albert AXELROD,5,Helsinki 1952,1921.0,"


1

B

",102
Mark MIDLER,4,Helsinki 1952,1931.0,"


2

G

",92
Allan Louis Neville JAY,5,Helsinki 1952,1931.0,"


2

S

",92
Julius Emil BRECHT,3,Rome 1960,1940.0,"


1

B

",83
Mario CURLETTO,2,Rome 1960,1935.0,"


1

S

",88
Yakov RYLSKY,3,Melbourne 1956,1928.0,"


1

G



1

B

",95
Emil Antoni OCHYRA,3,Rome 1960,1936.0,"


1

S



1

B

",87
Pierluigi CHICCA,3,Rome 1960,1937.0,"


2

S



1

B

",86
Jacques LEFEVRE,5,London 1948,1928.0,"


1

B

",95
Vladimir KAPLUNOV,1,Tokyo 1964,1933.0,"


1

S

",90
Yuri VLASOV,2,Rome 1960,1935.0,"


1

G



1

S

",88
Norbert SCHEMANSKY,4,London 1948,1924.0,"


1

G



1

S



2

B

",99
Humberto SELVETTI,3,Helsinki 1952,1932.0,"


1

S



1

B

",91
Isaac BERGER,3,Melbourne 1956,1936.0,"


1

G



2

S

",87
Sebastiano MANNIRONI,3,Melbourne 1956,1930.0,"


1

B

",93
Vladimir GOLOVANOV,1,Tokyo 1964,1938.0,"


1

G

",85
Ireneusz PALINSKI,2,Rome 1960,1932.0,"


1

G



1

B

",91
Rudolf PLYUKFELDER,1,Tokyo 1964,1928.0,"


1

G

",95
Tamara MANINA,2,Melbourne 1956,1934.0,"


2

G



3

S



1

B

",89
Larisa LATYNINA,3,Melbourne 1956,1934.0,"


9

G



5

S



4

B

",89
Polina ASTAKHOVA,3,Melbourne 1956,1936.0,"


5

G



2

S



3

B

",87
Hana RUZICKOVA,2,Rome 1960,1941.0,"


2

S

",82
Keiko TANAKA-IKEDA,3,Melbourne 1956,1933.0,"


1

B

",90
Boris SHAKHLIN,3,Melbourne 1956,1932.0,"


7

G



4

S



2

B

",91
Yuri TITOV,3,Melbourne 1956,1935.0,"


1

G



5

S



3

B

",88
Takashi ONO,4,Helsinki 1952,1931.0,"


5

G



4

S



4

B

",92
Birgit RADOCHLA,1,Tokyo 1964,1945.0,"


1

S

",78
Toshiko SHIRAZU-AIHARA,2,Rome 1960,1939.0,"


1

B

",84
Elena VOLCHETSKAYA,1,Tokyo 1964,1944.0,"


1

G

",79
Shuji TSURUMI,2,Rome 1960,1938.0,"


2

G



3

S



1

B

",85
Haruhiro YAMASHITA,1,Tokyo 1964,1938.0,"


2

G

",85
Takuji HAYATA,1,Tokyo 1964,1940.0,"


2

G

",83
Takashi MITSUKURI,2,Rome 1960,1939.0,"


2

G

",84
Viktor LEONTYEV,1,Tokyo 1964,1940.0,"


1

S

",83
Yuri TSAPENKO,1,Tokyo 1964,1938.0,"


1

S



1

B

",85
Erwin KOPPE,2,Rome 1960,1938.0,"


1

B

",85
Philipp FÜRST,2,Rome 1960,1936.0,"


1

B

",87
Günther LYHS,2,Rome 1960,1934.0,"


1

B

",89
Eugen Georg Oskar EKMAN,2,Rome 1960,1937.0,"


1

G

",86
Velik Nikolov KAPSAZOV,3,Melbourne 1956,1935.0,"


1

B

",88
Raimo Yrjö HEINONEN,3,Melbourne 1956,1935.0,"


1

B

",88
Angelo VICARDI,2,Rome 1960,1936.0,"


1

B

",87
William THORESSON,4,Helsinki 1952,1932.0,"


1

G



1

S

",91
Kiyoko ONO,2,Rome 1960,1936.0,"


1

B

",87
Jaroslava SEDLACKOVA,1,Tokyo 1964,1946.0,"


1

S

",77
Tamara ZAMOTAYLOVA-LYUKHINA,2,Rome 1960,1939.0,"


2

G



2

B

",84
Sonia IOVAN-INOVAN,3,Melbourne 1956,1935.0,"


2

B

",88
Adolfina TACOVA-TKACIKOVA,2,Rome 1960,1939.0,"


2

S

",84
Elena LEUSTEANU-POPESCU-TEODORESCU,3,Melbourne 1956,1935.0,"


3

B

",88
Ginko ABUKAWA-CHIBA,2,Rome 1960,1938.0,"


1

B

",85
Hiroko TSUJI,1,Tokyo 1964,1938.0,"


1

B

",85
Lyudmila GROMOVA,1,Tokyo 1964,1942.0,"


1

G

",81
Atanasia IONESCU-ALBU,2,Rome 1960,1935.0,"


1

B

",88
Emilia VATASOIU-LITA,3,Melbourne 1956,1933.0,"


2

B

",90
Kenneth Joseph MATTHEWS,2,Rome 1960,1934.0,"


1

G

",89
Dieter LINDNER,3,Melbourne 1956,1937.0,"


1

S

",86
Noel Frederick FREEMAN,2,Rome 1960,1938.0,"


1

S

",85
John Artur LJUNGGREN,5,London 1948,1919.0,"


1

G



1

S



1

B

",104
Hayes JONES,2,Rome 1960,1938.0,"


1

G



1

B

",85
Harold Blaine LINDGREN,1,Tokyo 1964,1939.0,"


1

S

",84
Anatoly MIKHAYLOV,3,Melbourne 1956,1936.0,"


1

B

",87
Ingvar PETTERSSON,1,Tokyo 1964,1926.0,"


1

B

",97
Donald James THOMPSON,3,Melbourne 1956,1933.0,"


1

G

",90
Willi HOLDORF,1,Tokyo 1964,1940.0,"


1

G

",83
Chuan-Kwang YANG,3,Melbourne 1956,1933.0,"


1

S

",90
Vasili KUZNETSOV,3,Melbourne 1956,1932.0,"


2

B

",91
Mary Denise BIGNAL-RAND,2,Rome 1960,1940.0,"


1

G



1

S



1

B

",83
Tatyana SHCHELKANOVA,1,Tokyo 1964,1937.0,"


1

B

",86
Hildrun CLAUS-LAUFER,2,Rome 1960,1939.0,"


1

B

",84
Iolanda BALAS,3,Melbourne 1956,1936.0,"


2

G

",87
Michelle Mary MASON-BROWN,2,Melbourne 1956,1939.0,"


1

S

",84
Taisiya CHENCHIK,2,Rome 1960,1936.0,"


1

B

",87
Jaroslawa JOZWIAKOWSKA-BIEDA,2,Rome 1960,1937.0,"


1

S

",86
Warren (Rex) Jay CAWLEY,1,Tokyo 1964,1940.0,"


1

G

",83
John Hugh COOPER,2,Tokyo 1964,1940.0,"


2

S

",83
Ann Elizabeth PACKER,1,Tokyo 1964,1942.0,"


1

G



1

S

",81
Ann Marise CHAMBERLAIN,1,Tokyo 1964,1935.0,"


1

B

",88
Hal CONNOLLY,4,Melbourne 1956,1931.0,"


1

G

",92
Tadeusz RUT,3,Melbourne 1956,1931.0,"


1

B

",92
Benjamin Basil HEATLEY,1,Tokyo 1964,1933.0,"


1

S

",90
Kokichi TSUBURAYA,1,Tokyo 1964,1940.0,"


1

B

",83
Billy MILLS,1,Tokyo 1964,1938.0,"


1

G

",85
Iryna PRESS,2,Rome 1960,1939.0,"


2

G

",84
Galina BYSTROVA,3,Melbourne 1956,1934.0,"


1

B

",89
Mike LARRABEE,1,Tokyo 1964,1933.0,"


2

G

",90
Wendell Adrian MOTTLEY,1,Tokyo 1964,1941.0,"


1

S



1

B

",82
Robbie Ian BRIGHTWELL,2,Rome 1960,1939.0,"


1

S

",84
Ulis C. WILLIAMS,1,Tokyo 1964,1941.0,"


1

G

",82
Timothy Joseph Michael GRAHAM,1,Tokyo 1964,1939.0,"


1

S

",84
Edwin SKINNER,1,Tokyo 1964,1940.0,"


1

B

",83
Edith Marie MCGUIRE,1,Tokyo 1964,1944.0,"


1

G



2

S

",79
Marilyn Mary BLACK-VASSELLA,1,Tokyo 1964,1944.0,"


1

B

",79
Lyudmila IGNATYEVA-SAMOTESOVA,3,Rome 1960,1939.0,"


1

B

",84
Barbara LERCZAK-JANISZEWSKA,3,Melbourne 1956,1936.0,"


1

B

",87
Daphne ARDEN,1,Tokyo 1964,1941.0,"


1

B

",82
Halina HERRMANN-GORECKA-RICHTER,4,Melbourne 1956,1938.0,"


1

G



1

B

",85
David Lawson WEILL,1,Tokyo 1964,1941.0,"


1

B

",82
Tamara PRESS,2,Rome 1960,1937.0,"


3

G



1

S

",86
Ingrid LOTZ,1,Tokyo 1964,1934.0,"


1

S

",89
Nina ROMASHKOVA-PONOMAREVA,4,Helsinki 1952,1929.0,"


2

G



1

B

",94
Peter SNELL,2,Rome 1960,1938.0,"


3

G

",85
William Frederick CROTHERS,2,Tokyo 1964,1940.0,"


1

S

",83
George Ezekiel KERR,3,Melbourne 1956,1937.0,"


2

B

",86
Pauli Lauri NEVALA,2,Tokyo 1964,1941.0,"


1

G

",82
Ewa KLOBUKOWSKA,1,Tokyo 1964,1946.0,"


1

G



1

B

",77
Marilyn Elaine WHITE,1,Tokyo 1964,1944.0,"


1

S

",79
Dorothy HYMAN,2,Rome 1960,1941.0,"


1

S



2

B

",82
Valeri BRUMEL,2,Rome 1960,1942.0,"


1

G



1

S

",81
John Curtis THOMAS,2,Rome 1960,1941.0,"


1

S



1

B

",82
John Barnett RAMBO,1,Tokyo 1964,1943.0,"


1

B

",80
Maurice HERRIOTT,2,Tokyo 1964,1939.0,"


1

S

",84
Ivan BELYAEV,1,Tokyo 1964,1935.0,"


1

B

",88
Murray Gordon HALBERG,3,Melbourne 1956,1933.0,"


1

G

",90
Arthur Barry MAGEE,2,Rome 1960,1934.0,"


1

B

",89
Pyotr BOLOTNIKOV,3,Melbourne 1956,1930.0,"


1

G

",93
John DAVIES,1,Tokyo 1964,1938.0,"


1

B

",85
Michel JAZY,3,Melbourne 1956,1936.0,"


1

S

",87
Oleg FEDOSEEV,2,Melbourne 1956,1936.0,"


1

S

",87
Viktor KRAVCHENKO,1,Tokyo 1964,1941.0,"


1

B

",82
Dallas Crutcher III LONG,2,Rome 1960,1940.0,"


1

G



1

B

",83
Parry O'BRIEN,4,Helsinki 1952,1932.0,"


2

G



1

S

",91
Teresa Barbara WIECZOREK-CIEPLY,2,Rome 1960,1937.0,"


1

G



1

S



1

B

",86
Galina ZYBINA,4,Helsinki 1952,1931.0,"


1

G



1

S



1

B

",92
Johanna LÜTTGE-HÜBNER,3,Melbourne 1956,1936.0,"


1

S

",87
Earlene Dennis BROWN,3,Melbourne 1956,1935.0,"


1

B

",88
Robert Keyser SCHUL,1,Tokyo 1964,1937.0,"


1

G

",86
William Solon DELLINGER,3,Melbourne 1956,1934.0,"


1

B

",89
Henry CARR,1,Tokyo 1964,1942.0,"


2

G

",81
Otis Paul DRAYTON,1,Tokyo 1964,1939.0,"


1

G



1

S

",84
Livio BERRUTI,3,Rome 1960,1939.0,"


1

G

",84
Richard Vaughn STEBBINS,1,Tokyo 1964,1945.0,"


1

G

",78
Enrique FIGUEROLA CAMUE,3,Rome 1960,1938.0,"


2

S

",85
Betty CUTHBERT,3,Melbourne 1956,1938.0,"


4

G

",85
Judith Florence AMOORE-POLLOCK,2,Tokyo 1964,1940.0,"


1

B

",83
Robert HAYES,1,Tokyo 1964,1942.0,"


2

G

",81
Wieslaw Jan MANIAK,2,Tokyo 1964,1938.0,"


1

S

",85
Elena GORCHAKOVA,2,Helsinki 1952,1933.0,"


2

B

",90
Elvira OZOLINA,2,Rome 1960,1939.0,"


1

G

",84
Wolfgang REINHARDT,1,Tokyo 1964,1943.0,"


1

S

",80
Klaus LEHNERTZ,2,Tokyo 1964,1938.0,"


1

B

",85
Hubert HAMMERER,2,Rome 1960,1925.0,"


1

G

",98
Johan (John) SUNDBERG,2,Melbourne 1956,1920.0,"


1

B

",103
Väinö Johannes MARKKANEN,1,Tokyo 1964,1929.0,"


1

G

",94
Frank GREEN,1,Tokyo 1964,1918.0,"


1

S

",105
William Clifton MORRIS,1,Tokyo 1964,1939.0,"


1

B

",84
Sergei KALININ,2,Rome 1960,1926.0,"


1

B

",97
Thomas Gayle POOL,1,Tokyo 1964,1935.0,"


1

B

",88
Viktor SHAMBURKIN,2,Rome 1960,1931.0,"


1

G

",92
Vilho Ilmari YLÖNEN,5,St. Moritz 1948,1918.0,"


1

S



1

B

",105
Aleksandr ZABELIN,2,Rome 1960,1931.0,"


1

B

",92
Sergei FILATOV,2,Rome 1960,1926.0,"


1

G



2

B

",97
Bengt Helge LJUNGQUIST,5,Berlin 1936,1912.0,"


1

S



1

B

",111
Aurel VERNESCU,4,Rome 1960,1939.0,"


1

S



2

B

",84
Antonius Johannes GEURTS,3,Rome 1960,1932.0,"


1

S

",91
Igor PISSAREV,3,Melbourne 1956,1931.0,"


1

S

",92
Hilde LAUER,1,Tokyo 1964,1943.0,"


1

S



1

B

",80
Daniela WALKOWIAK-PILECKA,3,Melbourne 1956,1935.0,"


1

B

",88
Jürgen ESCHERT,1,Tokyo 1964,1941.0,"


1

G

",82
Andrei IGOROV,1,Tokyo 1964,1939.0,"


1

S

",84
Andras Istvan TÖRO,4,Rome 1960,1940.0,"


1

B

",83
Vladimir MELANIN,2,Squaw Valley 1960,1933.0,"


1

G

",90
Aleksandr PRIVALOV,2,Squaw Valley 1960,1933.0,"


1

S



1

B

",90
Olav JORDET,2,Innsbruck 1964,1939.0,"


1

S



1

B

",84
Antti TYRVÄINEN,2,Squaw Valley 1960,1933.0,"


1

S

",90
Veikko HAKULINEN,4,Oslo 1952,1925.0,"


3

G



3

S



1

B

",98
Sjoukje DIJKSTRA,3,Cortina d'Ampezzo 1956,1942.0,"


1

G



1

S

",81
Regine HEITZER,2,Squaw Valley 1960,1944.0,"


1

S

",79
Petra BURKA,1,Innsbruck 1964,1946.0,"


1

B

",77
Manfred SCHNELLDORFER,2,Squaw Valley 1960,1943.0,"


1

G

",80
Alain CALMAT,3,Cortina d'Ampezzo 1956,1940.0,"


1

S

",83
Scott ALLEN,1,Innsbruck 1964,1949.0,"


1

B

",74
Karol DIVIN,3,Cortina d'Ampezzo 1956,1936.0,"


1

S

",87
Sixten JERNBERG,3,Cortina d'Ampezzo 1956,1929.0,"


4

G



3

S



2

B

",94
Väinö HUHTALA,2,Squaw Valley 1960,1935.0,"


1

G



1

S

",88
Janne STEFANSSON,2,Squaw Valley 1960,1935.0,"


1

G

",88
Pavel KOLCHIN,2,Cortina d'Ampezzo 1956,1930.0,"


1

G



3

B

",93
Gennadi VAGANOV,2,Squaw Valley 1960,1936.0,"


2

B

",87
Einar ÖSTBY,2,Squaw Valley 1960,1935.0,"


1

S

",88
Ivan UTROBIN,1,Innsbruck 1964,1934.0,"


1

B

",89
Klavdiya BOYARSKIKH,1,Innsbruck 1964,1939.0,"


3

G

",84
Yevdoyka MEKSHILO,1,Innsbruck 1964,1931.0,"


1

G



1

S

",92
Mariya GUSAKOVA,2,Squaw Valley 1960,1931.0,"


1

G



1

S



1

B

",92
Toini K. PÖYSTI,2,Squaw Valley 1960,1933.0,"


2

B

",90
Eeva RUOPPA,2,Squaw Valley 1960,1932.0,"


1

B

",91
Mirja LEHTONEN,1,Innsbruck 1964,1942.0,"


1

S



1

B

",81
Kalevi HÄMÄLÄINEN,3,Cortina d'Ampezzo 1956,1932.0,"


1

G

",91
Josef STIEGLER,2,Squaw Valley 1960,1937.0,"


1

G



1

S



1

B

",86
Wolfgang BARTELS,1,Innsbruck 1964,1940.0,"


1

B

",83
Matthias LEITNER,2,Squaw Valley 1960,1935.0,"


1

S

",88
Christine GOITSCHEL,1,Innsbruck 1964,1944.0,"


1

G



1

S

",79
Jean SAUBERT,1,Innsbruck 1964,1942.0,"


1

S



1

B

",81
Edith ZIMMERMANN,1,Innsbruck 1964,1941.0,"


1

S

",82
Barbi HENNEBERGER,2,Squaw Valley 1960,1940.0,"


1

B

",83
Traudl HECHER,2,Squaw Valley 1960,1943.0,"


2

B

",80
Yevgeniya SIDOROVA,3,Cortina d'Ampezzo 1956,1930.0,"


1

B

",93
Heidi BIEBL,2,Squaw Valley 1960,1941.0,"


1

G

",82
François BONLIEU,3,Cortina d'Ampezzo 1956,1937.0,"


1

G

",86
Toralf ENGAN,1,Innsbruck 1964,1936.0,"


1

G



1

S

",87
Torgeir BRANDTZÄG,1,Innsbruck 1964,1941.0,"


2

B

",82
Helmut RECKNAGEL,2,Squaw Valley 1960,1937.0,"


1

G

",86
Niilo HALONEN,2,Squaw Valley 1960,1940.0,"


1

S

",83
Otto LEODOLTER,3,Cortina d'Ampezzo 1956,1936.0,"


1

B

",87
Tormod KNUTSEN,3,Cortina d'Ampezzo 1956,1932.0,"


1

G



1

S

",91
Nikolay KISELYOV,1,Innsbruck 1964,1939.0,"


1

S

",84
Georg THOMA,2,Squaw Valley 1960,1937.0,"


1

G



1

B

",86
Nikolay GUSAKOV,3,Cortina d'Ampezzo 1956,1934.0,"


1

B

",89
Helga HAASE,2,Squaw Valley 1960,1934.0,"


1

G



1

S

",89
Elwira SEROCZYNSKA,2,Squaw Valley 1960,1931.0,"


1

S

",92
Helena PILEJCZYK,2,Squaw Valley 1960,1931.0,"


1

B

",92
Alv GJESTVANG,3,Cortina d'Ampezzo 1956,1937.0,"


1

S



1

B

",86
Vladimir ORLOV,1,Innsbruck 1964,1938.0,"


1

S

",85
William DISNEY,2,Squaw Valley 1960,1932.0,"


1

S

",91
Villy HAUGEN,1,Innsbruck 1964,1944.0,"


1

B

",79
Rafael GRACH,3,Cortina d'Ampezzo 1956,1932.0,"


1

S



1

B

",91
Toivo SALONEN,4,Oslo 1952,1933.0,"


1

B

",90
Valentina STENINA,2,Squaw Valley 1960,1934.0,"


2

S

",89
Klara GUSEVA,2,Squaw Valley 1960,1937.0,"


1

G

",86
Knut JOHANNESEN,3,Cortina d'Ampezzo 1956,1933.0,"


2

G



2

S



1

B

",90
Per Ivar MOE,1,Innsbruck 1964,1944.0,"


1

S

",79
Viktor KOSICHKIN,2,Squaw Valley 1960,1938.0,"


1

G



1

S

",85
Berta KOLOKOLTSEVA,1,Innsbruck 1964,1937.0,"


1

B

",86
Ilse GEISLER,1,Innsbruck 1964,1941.0,"


1

S

",82
Walter AUSSENDORFER,1,Innsbruck 1964,1939.0,"


1

B

",84
Reinhold SENN,1,Innsbruck 1964,1936.0,"


1

S

",87
Douglas ANAKIN,1,Innsbruck 1964,1930.0,"


1

G

",93
Hans Herbert SCHWARZENBACH,2,Helsinki 1952,1913.0,"


1

S

",110
Rudolf GUNTHARDT,1,Rome 1960,1936.0,"


1

S

",87
Brian John CRAGO,1,Rome 1960,1926.0,"


1

G

",97
Pierre DURAND SR.,2,Rome 1960,1931.0,"


1

B

",92
Rolf RUFF,1,Rome 1960,1919.0,"


1

S

",104
Walter Goodwin Jr. STALEY,2,Helsinki 1952,1932.0,"


1

B

",91
Thomas Franklin GAYFORD,3,Helsinki 1952,1928.0,"


1

G

",95
Hansrudi SPILLMANN,1,Rome 1960,1932.0,"


1

S

",91
Vasily BORISOV,2,Melbourne 1956,1922.0,"


1

G



1

S



1

B

",101
James Enoch HILL,1,Rome 1960,1929.0,"


1

S

",94
Marat NIYAZOV,1,Rome 1960,1933.0,"


1

S

",90
Iosif SIRBU,3,Helsinki 1952,1925.0,"


1

G

",98
Erling Asbjörn KONGSHAUG,3,Helsinki 1952,1915.0,"


1

G

",108
Otakar HORINEK,2,Melbourne 1956,1929.0,"


1

S

",94
Stefan PETRESCU,2,Melbourne 1956,1931.0,"


1

G

",92
Yevgeni CHERKASOV,2,Melbourne 1956,1930.0,"


1

S

",93
Aleksei GUSHCHIN,1,Rome 1960,1922.0,"


1

G

",101
Makhmud UMAROV,2,Melbourne 1956,1924.0,"


2

S

",99
Torsten ULLMAN,5,Berlin 1936,1908.0,"


1

G



2

B

",115
Ambrus BALOGH,3,London 1948,1915.0,"


1

B

",108
Angel LEON GOZALO,3,London 1948,1907.0,"


1

S

",116
Pauli Aapeli JANHONEN,3,London 1948,1914.0,"


1

S

",109
Ferenc NEMETH,1,Rome 1960,1936.0,"


2

G

",87
Nikolai TATARINOV,1,Rome 1960,1927.0,"


1

S

",96
Jack Tupper DANIELS,2,Melbourne 1956,1933.0,"


1

S



1

B

",90
Hanno SELG,1,Rome 1960,1932.0,"


1

S

",91
Berndt Leopold KATTER,2,Melbourne 1956,1932.0,"


1

B

",91
George Howard Jr. LAMBERT,2,Melbourne 1956,1928.0,"


1

S



1

B

",95
Stanley Frank VICKERS,2,Melbourne 1956,1932.0,"


1

B

",91
Norman Richard READ,2,Melbourne 1956,1931.0,"


1

G

",92
Charles Everett DUMAS,2,Melbourne 1956,1937.0,"


1

G

",86
Glenn Ashby DAVIS,2,Melbourne 1956,1934.0,"


3

G

",89
Clifton Emmett CUSHMAN,1,Rome 1960,1938.0,"


1

S

",85
Richard Wayne HOWARD,1,Rome 1960,1935.0,"


1

B

",88
Armin HARY,1,Rome 1960,1937.0,"


2

G

",86
David SIME,1,Rome 1960,1936.0,"


1

S

",87
Peter RADFORD,2,Rome 1960,1939.0,"


2

B

",84
Carole Louis QUINTON,2,Melbourne 1956,1936.0,"


1

S

",87
Gisela KÖHLER-BIRKEMEYER,2,Melbourne 1956,1931.0,"


1

S



1

B

",92
Abdesiem RHADI BEN ABDESSELEM,1,Rome 1960,1929.0,"


1

S

",94
Franjo MIHALIC,3,Helsinki 1952,1920.0,"


1

S

",103
Alain MIMOUN,4,London 1948,1921.0,"


1

G



3

S

",102
Allan LAWRENCE,2,Melbourne 1956,1930.0,"


1

B

",93
David POWER,2,Melbourne 1956,1928.0,"


1

B

",95
Giuseppe DORDONI,4,London 1948,1926.0,"


1

G

",97
Josef DOLEZAL,3,Helsinki 1952,1923.0,"


1

S

",100
Lee CALHOUN,2,Melbourne 1956,1933.0,"


2

G

",90
William Lee MAY,1,Rome 1960,1936.0,"


1

S

",87
Martin LAUER,2,Melbourne 1956,1937.0,"


1

G

",86
Keith Alvin Saint GARDNER,2,Melbourne 1956,1929.0,"


1

B

",94
Zdzislaw KRZYSZKOWIAK,2,Melbourne 1956,1929.0,"


1

G

",94
Nikolai SOKOLOV,1,Rome 1960,1930.0,"


1

S

",93
Balkrishan GREWAL,2,Melbourne 1956,1933.0,"


1

G

",90
Wilma RUDOLPH,2,Melbourne 1956,1940.0,"


3

G



1

B

",83
Judith (Jutta) HEINE,2,Rome 1960,1940.0,"


2

S

",83
Giuseppina LEONE,3,Helsinki 1952,1934.0,"


1

B

",89
Elzbieta DUNSKA-KRZESINSKA,3,Helsinki 1952,1934.0,"


1

G



1

S

",89
Norma Wilson CROOKER-FLEMING,2,Melbourne 1956,1934.0,"


1

G

",89
Donald George BRAGG,1,Rome 1960,1935.0,"


1

G

",88
Ronald Hugh MORRIS,1,Rome 1960,1935.0,"


1

S

",88
Eeles Enok LANDSTRÖM,3,Helsinki 1952,1932.0,"


1

B

",91
Dorothy Ada SHIRLEY,2,Rome 1960,1939.0,"


1

S

",84
Rafer Lewis JOHNSON,2,Melbourne 1956,1934.0,"


1

G



1

S

",89
Viktor TSYBULENKO,3,Helsinki 1952,1930.0,"


1

G



1

B

",93
Walter KRÜGER,1,Rome 1960,1932.0,"


1

S

",91
Vladimir GORYAEV,1,Rome 1960,1939.0,"


1

S

",84
Vitold KREER,3,Melbourne 1956,1932.0,"


2

B

",91
Vilhjalmur EINARSSON,2,Melbourne 1956,1934.0,"


1

S

",89
Adhemar FERREIRA DA SILVA,4,London 1948,1927.0,"


2

G

",96
Otis Crandall DAVIS,1,Rome 1960,1932.0,"


2

G

",91
Carl KAUFMANN,1,Rome 1960,1936.0,"


2

S

",87
Malcolm Clive SPENCE,2,Melbourne 1956,1937.0,"


1

B

",86
Manfred KINDER,3,Rome 1960,1938.0,"


1

S



1

B

",85
Earl Verdelle YOUNG,1,Rome 1960,1961.0,"


1

G

",62
Irvin ROBERSON,1,Rome 1960,1935.0,"


1

S

",88
Jorma Rainer VALKAMA,3,Helsinki 1952,1928.0,"


1

B

",95
José TELLES DA CONCEIÇÃO,3,Helsinki 1952,1931.0,"


1

B

",92
William Henry NIEDER,2,Melbourne 1956,1933.0,"


1

G



1

S

",90
Jiri SKOBLA,3,Helsinki 1952,1930.0,"


1

B

",93
Brenda JONES-CARR,1,Rome 1960,1936.0,"


1

S

",87
Ursula DONATH,1,Rome 1960,1931.0,"


1

B

",92
Herbert ELLIOTT,1,Rome 1960,1938.0,"


1

G

",85
Istvan ROSZAVÖLGYI,2,Melbourne 1956,1929.0,"


1

B

",94
Roger MOENS,2,Helsinki 1952,1930.0,"


1

S

",93
Dana INGROVA-ZATOPKOVA,4,London 1948,1922.0,"


1

G



1

S

",101
Marlene AHRENS,2,Melbourne 1956,1933.0,"


1

S

",90
Hans GRODOTZKI,1,Rome 1960,1936.0,"


2

S

",87
Gordon PIRIE,3,Helsinki 1952,1931.0,"


1

S

",92
Jozsef KOVACS,3,Helsinki 1952,1926.0,"


1

S

",97
Kazimierz ZIMNY,2,Melbourne 1956,1935.0,"


1

B

",88
Vasili RUDENKOV,1,Rome 1960,1931.0,"


1

G

",92
Anatoli SAMOTSVETOV,2,Melbourne 1956,1932.0,"


1

B

",91
Richard Aldrich BABKA,1,Rome 1960,1936.0,"


1

S

",87
Richard Lee COCHRAN,1,Rome 1960,1938.0,"


1

B

",85
Adolfo CONSOLINI,4,London 1948,1917.0,"


1

G



1

S

",106
Abdoulaye SEYE,1,Rome 1960,1934.0,"


1

B

",89
Viktor KAPITONOV,2,Melbourne 1956,1933.0,"


1

G



1

B

",90
Livio TRAPE,1,Rome 1960,1937.0,"


1

G



1

S

",86
Willy VAN DEN BERGHEN,1,Rome 1960,1939.0,"


1

B

",84
Antonio BAILETTI,1,Rome 1960,1937.0,"


1

G

",86
Egon ADLER,1,Rome 1960,1937.0,"


1

S

",86
Erich HAGEN,2,Melbourne 1956,1936.0,"


1

S



1

B

",87
Gustav-Adolf SCHUR,2,Melbourne 1956,1931.0,"


1

S



1

B

",92
Yevgeni KLEVTSOV,2,Helsinki 1952,1929.0,"


1

B

",94
William HOLMES,2,Melbourne 1956,1936.0,"


1

S

",87
Sante GAIARDONI,1,Rome 1960,1939.0,"


2

G

",84
Dietrich (Dieter) GIESELER,1,Rome 1960,1941.0,"


1

S

",82
Rostislav VARGASHKIN,2,Melbourne 1956,1933.0,"


1

B

",90
Leo STERCKX,1,Rome 1960,1936.0,"


1

S

",87
Valentino GASPARELLA,2,Melbourne 1956,1935.0,"


1

G



1

B

",88
Imre SZÖLLÖSI,3,Rome 1960,1941.0,"


2

S



1

B

",82
Gert FREDRIKSSON,4,London 1948,1919.0,"


6

G



1

S



1

B

",104
Antonina SEREDINA,3,Rome 1960,1930.0,"


2

G



1

B

",93
Therese ZENZ,3,Helsinki 1952,1932.0,"


3

S

",91
Klara BANFALVI-FRIED,2,London 1948,1931.0,"


1

B

",92
Janos PARTI,3,Helsinki 1952,1932.0,"


1

G



2

S

",91
Aleksandr SILAEV,1,Rome 1960,1928.0,"


1

S

",95
Leon ROTMAN,2,Melbourne 1956,1934.0,"


2

G



1

B

",89
Henri SAINT CYR,4,Berlin 1936,1902.0,"


2

G

",121
Sofiya MURATOVA,2,Melbourne 1956,1929.0,"


2

G



2

S



4

B

",94
Lidiya KALININA-IVANOVA,2,Melbourne 1956,1937.0,"


2

G



1

B

",86
Eva VECHTOVA-BOSAKOVA,3,Helsinki 1952,1931.0,"


1

G



2

S



1

B

",92
Natalia KOT,2,Melbourne 1956,1938.0,"


1

B

",85
Ludmila SVEDOVA,1,Rome 1960,1936.0,"


1

S

",87
Elena MARGARIT-NICULESCU,2,Melbourne 1956,1936.0,"


2

B

",87
Danuta NOWAK-STACHOW,2,Melbourne 1956,1934.0,"


1

B

",89
Matylda SINOVA-MATOUSKOVA,3,Helsinki 1952,1933.0,"


1

S



1

B

",90
